Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
10,Holden Summers,1B,BS,H,Left,P
17,Haywood Jablome,BC,,,Right,RF
32,Larold,TT,FP,H,Right,C
34,Dixon Uraz,S,FP,S,Right,RF
39,Franz Joseph Hyman Jr,BC,WC,H,Right,2B
59,Raven Branwen,TT,,,Right,1B
63,Michael Ikenberry,WC,BB,B,Left,RF
65,Dakota Carolina Montana,BN,EG,H,Right,1B
66,Daniel Dove,SF,BB,H,Right,2B
78,Crimson Chin,HK,FP,S,Right,LF
79,Jumbo Dick,BP,,,Left,1B
91,John Johnson Jr.,TT,BF,H,Right,3B
100,Merodach Baladan,1B,WC,B,Right,2B
104,Morris Deratt,BN,,,Left,LF
106,Sevag Vapor,BC,,,Right,CF
108,Chavo Delocho,BC,BS,S,Left,C
109,Derek Bongiovanni,BP,FP,B,Right,P
113,Kevin Arianna,HK,TD,S,Left,C
116,Mattress,BC,FP,S,Right,3B
117,Harry Peritestes,1B,EG,H,Right,PH
119,Ola Gjeilo,1B,TT,H,Right,SS
134,Dart Ragusa,MH,FP,H,Right,P
149,petra sabor,WC,WC,H,Right,P
160,Zum Saparilla,1B,,,Left,SS
163,Rickey Tucker,BP,FP,H,Left,PH
165,Geno Scaramucci,BP,NT,B,Left,P
180,Demetrios Ooga,BC,BS,S,Left,C
186,IBO Bust,1B,,,Right,2B
205,Patrick Doyle,TT,TT,S,Right,C
207,J.J. Guemes,HK,TT,H,Right,3B
227,Cal,SM,NH,H,Right,PH
238,Ben Bramly,BC,EN,B,Right,RF
249,Tequila Sunrise,1B,EG,S,Left,LF
255,S. Jay Cutler,WC,WC,B,Left,C
262,Dirtbag Darrell,SM,EG,S,Left,PH
270,Ferda Bois,SF,BS,B,Right,P
278,Dominus Nominus,1B,BS,B,Right,LF
293,Charlie Bae,BN,TD,S,Right,PH
298,Jeff Dingerhitter,HK,BB,B,Left,SS
301,Joe Pidgeon,WC,WC,S,Right,CF
324,Caleb Aiken,BC,,,Right,C
327,Makesiondon Kelkboom,WC,,,Right,C
371,Robin Reynolds,1B,TT,S,Right,3B
411,Rabbi Chase,BN,BB,B,Right,C
