Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,TT,,,Left,C
20,Q Kimbrel,SF,,,Right,CF
22,Snoop E. Dogg,BP,,,Left,2B
34,Dixon Uraz,WC,,,Left,RF
37,Artanis Jones,P,BS,H,Left,P
39,Commie Ohtani,P,NH,H,Right,P
48,Willow Briansdóttir,BC,,,Right,2B
65,Dakota Carolina Montana,BN,,,Right,1B
103,Mason Spurs,P,EG,S,Left,P
127,Blaise Bailey Finnegan III,P,EN,S,Right,P
134,Dart Ragusa,MH,,,Right,1B
149,perta rose sabor,P,FP,S,Right,P
166,Lefty Louis,P,FP,S,Left,P
186,IBO Bust,1B,,,Right,2B
190,Lane Drew,BC,,,Left,LF
207,J.J. Guemes,P,NT,H,Left,P
226,Phil Coulson,SF,,,Left,3B
249,Tequila Sunrise,P,TD,S,Right,P
255,S. Jay Cutler,WC,,,Left,C
264,Skye McDowell,WC,,,Right,2B
265,Grand Slamdalf,BP,,,Right,3B
278,Dominus Nominus,1B,,,Right,LF
287,Tasker Morris,BN,,,Right,2B
298,Jeff Dingerhitter,HK,,,Left,SS
327,Makesiondon Kelkboom,WC,,,Right,C
357,Stan Mann,1B,,,Right,2B
373,Ed Turner,P,BB,S,Right,P
378,Carly Bae,P,EG,H,Right,P
392,Haydn Werfer,P,WC,S,Left,P
443,Hess Nahstee,1B,,,Right,1B
481,Don Chalupa,P,NH,S,Right,P
488,Juni Juni Panda,HK,,,Left,2B
518,Arthur Vandelay,SF,,,Left,C
530,Ping Pong,MH,,,Left,1B
549,Paddy O'Connor,TT,,,Left,LF
557,Monty Johnson,WC,,,Left,C
596,Poop McGee,XB,,,Left,3B
606,Homer Nocker,SF,,,Right,C
649,Nelson Van Halen,HK,,,Right,CF
662,Joey Wheeler,TT,,,Right,2B
675,Speedo Meter,S,,,Right,CF
686,Julio Escobar,MH,,,Right,SS
707,Kyle Corbett,BP,,,Right,CF
713,Pang Winn,HK,,,Left,SS
