Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
20,Q Kimbrel,WC,NH,S,Right,CF
32,Larry Longshot,EN,EN,B,Right,CF
34,Dixon Uraz,WC,EG,H,Left,RF
76,Hank Murphy,BN,BF,S,Left,P
91,John Johnson Jr.,TT,BF,H,Right,3B
117,Harry Peritestes,1B,EG,H,Right,PH
127,Blaise Bailey Finnegan III,SF,EN,S,Right,RF
134,Dart Ragusa,MH,EG,S,Right,1B
180,Demetrios Ooga,BC,BS,S,Left,C
189,Jeffrey LaVert,1B,FP,H,Left,3B
259,Mr Peggable,WC,EG,S,Right,2B
262,Dirtbag Darrell,SM,EG,S,Left,PH
301,Joe Pidgeon,WC,WC,S,Right,P
310,Jameson Poe,WC,TT,H,Right,P
331,KeyElle,SM,NH,S,Right,P
361,Matt Himynamis,WC,FP,S,Right,P
492,Wallace Grommet,BC,EG,S,Right,2B
517,Ryan Tyburn,1B,NH,H,Right,P
606,Homer Nocker,1B,EG,S,Right,C
638,Sablo Panchez,SM,,,Right,SS
647,Walter Yeller Weller,SM,NH,S,Left,CF
651,Rusty Nails,TT,WC,B,Left,CF
776,Sierra Hightower,HK,TD,S,Right,LF
786,Mason Troy Adams,S,FP,H,Left,P
1703,Harry McPotterson,HK,BF,H,Left,SS
1709,Sean Carrcrash,WC,BS,S,Right,LF
1724,Hannibal Bligh,BN,EG,H,Right,PH
1725,Trevor Rosé,SF,TT,H,Right,SS
1733,Bonesy McSkellington,BP,NT,S,Left,CF
1734,Streetlamp LeMoose,EN,TD,S,Left,2B
1776,Nicholas Fouss,SM,BS,H,Left,C
1799,Alt Site,BN,EG,B,Left,RF
1813,Freddie Eggman Huff,WC,EG,H,Right,C
1838,Brian Taylor,WC,TD,S,Left,3B
1844,Ioe Torrent,HK,WC,B,Left,LF
2256,Doc Otis,WC,SF,B,Left,PH
2275,Franz Lisztpitcher,BC,EG,S,Left,P
2329,Tencer Sporkelson,BC,BS,H,Left,P
2474,Six,SM,BS,H,Right,PH
2487,Stu PunDous,BC,TD,S,Right,RF
2501,Hakuna Moncada,HK,EG,S,Left,3B
2504,Peter Hoomanawanui,BC,BS,B,Right,3B
2509,Big Cheech,WC,TD,B,Right,1B
2523,Martin Ducksworth,TT,TT,S,Left,PH
2542,Ovaltine,BC,TD,S,Left,RF
2544,Mark Schihne,HK,EG,H,Right,P
2584,Robbie Tightpants,BC,FP,B,Left,PH
2625,Dutch Boggs,BC,EG,H,Left,PH
2627,Kenny Powers,SM,BS,S,Left,P
2637,Mo Cheeks,BC,1B,S,Right,P
2641,Jerome Peterson,MH,NH,H,Left,1B
2642,Raffy Benitez,WC,BS,S,Right,RF
2657,Vader Page,BC,NT,S,Right,P
2671,Rich Driver,BP,BF,H,Left,3B
2673,Noah Diamond,S,WC,S,Left,CF
2689,Brent Chillwater,SM,EG,H,Left,PH
2696,Captain Trash,BN,TT,H,Left,RF
2708,Saul Pewald,SM,EG,B,Right,PH
