Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
47,Ross Fire,BC,,,Right,SS
273,Max Wasson,BC,,,Right,2B
287,KC Bats,BN,,,Right,C
290,Miguel Snow,BP,,,Right,3B
300,Conrad Love,BN,,,Left,CF
346,Hunter Tuzero,BP,,,Right,LF
429,Kid Notcher,BC,,,Right,2B
1982,Art Zyz,BC,,,Left,C
2010,Cambo Dia,BC,,,Left,CF
2011,Kyle Mack,BC,,,Right,2B
2025,Blue Moon Barthelemy,BN,,,Right,LF
2095,Boaty McBoatface,BN,,,Right,RF
2096,Bobson Dugnutt,BC,,,Right,C
2103,Caleb VanVacter,BP,,,Right,1B
2139,Graham Othrie,BP,,,Right,SS
2145,Brian Southwell,BN,,,Left,RF
2147,Sal Shark,BN,BB,B,Right,P
2186,Lefty Schweez,BC,,,Left,1B
3295,Cy Hadd,BP,BS,B,Right,P
