Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,BP,FP,H,Left,C
2,Rub A. Chikin,1B,SF,S,Left,P
4,Tim Spooneybarger,MH,BS,H,Left,P
5,Y.E. Wally,TT,WC,H,Right,P
6,Xavier Quinn Jr.,BP,,,Right,C
7,Tony McGooch,S,,,Right,2B
8,Will Power,BN,,,Right,2B
9,Odin Luka,TT,,,Right,3B
10,Emmett Michael,1B,,,Left,SS
11,James Garfield,BC,,,Left,SS
12,Lucifer Putts,SM,,,Left,SS
13,Reimer Gonzalez,WC,,,Right,SS
14,A.Z. Chapman,TT,,,Right,LF
16,Thomas Chiggins,BP,BS,B,Right,CF
18,Jordan Peppers,1B,FP,H,Right,PH
19,Moe Lester,BC,BF,B,Left,P
20,Quint Kimbrel,BN,NH,S,Right,P
21,Silver Edgeworth,BP,BF,B,Right,P
23,Michael Voorhees,BN,,,Left,C
25,Rusty Shackleford,HK,,,Left,1B
26,Ben Beezle,WC,,,Right,2B
27,JT GarciaParr,XB,,,Right,2B
28,Barney Turbo,S,,,Right,SS
29,Eric Leeder,BC,,,Right,SS
30,Chad Kroeger,XB,,,Left,LF
31,Arata Hightower,BN,,,Right,LF
32,Larry Longshot,BP,,,Right,CF
35,Jeffrey Nolan,BP,,,Right,RF
36,Jericho Caulfield,WC,FP,H,Right,2B
37,Artanis Jones,SM,BS,H,Left,P
38,Dane Konrad,BC,BS,B,Left,P
39,Whitt Bass,1B,NT,S,Right,P
40,Heavy Raine,BP,,,Left,C
41,Thaddeus Gomorrah,BC,,,Right,C
42,Viking Fishbird,TT,,,Right,C
43,Jose Jose-Jose,MH,,,Right,1B
44,Kimberly Jongun,WC,,,Right,2B
45,LaPrince Frye,BC,WC,S,Right,3B
46,Jackson Sanchez,XB,NT,H,Right,SS
47,Ross Fire,1B,,,Right,SS
51,Forrest Gleeson,BN,,,Right,LF
52,Amir Valerie Hurwitz,EN,,,Right,CF
53,Julio Cesar,BN,,,Right,RF
54,Markus Wölfe,EN,EN,B,Left,RF
55,Rick McLightning,BN,,,Right,RF
56,Ziggy Cedar,S,,,Left,RF
57,Bear Thomas,HK,,,Right,PH
58,Atlas Quin,MH,TT,H,Left,P
59,Nick Tit,1B,NT,H,Right,P
60,Todd Bonzalez,BN,BF,S,Right,P
61,Whorpus Whiff,MH,TT,B,Right,P
62,Forrest Saathoff,TT,,,Right,C
63,Michael Ikenberry,S,EG,B,Right,C
64,Biggie Moonshota,BN,,,Right,DH
67,Dean Wesrey,1B,,,Left,2B
68,Erin Pickles,WC,,,Right,2B
69,Carter Strong,SF,,,Left,SS
70,Nicholas Verducci,1B,EG,S,Left,LF
71,Miroslav Radovicnovizicidivizcinicizivich,BC,,,Right,CF
72,Bubba McCali,XB,,,Left,RF
73,Jack Alpha,BN,BB,B,Right,PH
74,Einhorn,SF,TT,H,Right,P
76,Hank Murphy,1B,FP,S,Right,P
77,Buttfart McPoopus,BP,,,Right,C
78,Crimson Chin,XB,,,Right,C
79,Jumbo Dick,BP,,,Left,1B
80,Steel Pipe Simpson,BP,FP,S,Left,1B
81,Dick McScrotington IV,BC,BB,B,Left,2B
83,Les Dee-Ache,WC,,,Right,2B
84,Henrik Omega,BP,FP,S,Left,3B
85,John Bumbus,BC,,,Right,3B
86,Pretzels Poffenberger,BN,,,Right,3B
87,Jesse Kilgannon,BC,,,Right,CF
88,"Joshua ""Junior"" Roth",BN,,,Right,CF
89,Gottlieb Giannopolous,EN,,,Right,RF
91,John Johnson Jr.,S,,,Right,C
92,Dick Woolridge,BP,BS,B,Right,P
93,Master Cashier,SM,NT,S,Right,P
97,Buck Armstrong,BP,,,Right,1B
98,Kenneth Moore,BN,,,Left,1B
99,Tyler Phoenix,BP,,,Right,1B
100,Merodach Baladan,1B,,,Right,2B
103,Mason Spurs,BC,,,Left,SS
104,Morris Deratt,BN,,,Left,LF
105,Mike Oxlittle,BN,,,Right,CF
