Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
1,Thomas Nova,BP,,,Left,C
6,Xavier Quinn Jr.,BC,,,Right,C
22,Spike Suzuki,BN,,,Right,RF
33,Oscar Vegas,BC,,,Left,CF
88,"Joshua ""Junior"" Roth",BN,,,Right,CF
89,Gottlieb Giannopoulos,BC,,,Right,RF
120,Pablo Sanchez,BC,BB,B,Left,P
149,Daniel Collins,BN,BS,B,Left,P
163,Rickey Tucker,BN,,,Right,1B
166,Lefty Louis,BP,,,Left,1B
234,Angel Leon,BN,BS,B,Right,P
236,Logan Anderson,BC,BF,B,Right,P
293,Charlie Bae Jr.,BC,,,Right,2B
296,Chuck McCluster,BP,,,Right,3B
308,Moose McCracken,BC,,,Right,C
311,Buckeye Logan II,BC,,,Right,2B
330,Donked McToad,BN,BS,B,Left,P
365,Jingo Bajingo,BP,,,Right,SS
376,Wade Wilson,BN,BF,B,Right,P
425,Brohei Brohtani,BP,,,Left,SS
434,Charles Moore,BP,,,Right,1B
449,Deirf Smith,BC,,,Left,1B
452,Grigury Polinko,BC,,,Left,RF
454,Jake Wilson,BN,,,Right,SS
459,Packer Jacker,BC,,,Left,2B
741,Addison Steinbach,BN,,,Right,3B
1965,Dominick Vielbaum,BP,,,Left,1B
1971,Mike Hunt,BP,,,Right,3B
1977,Alex Yaxley,BP,,,Right,C
2004,Zed Leona,BC,,,Left,2B
2016,Harry Cox,BN,,,Left,DH
2032,Chester Facto,BC,,,Right,SS
2061,Jazzy Jeff,BN,,,Right,CF
2065,Sonny Streaker,BC,BF,B,Right,P
2069,Kawabunga Joe,BN,BB,B,Right,3B
2075,Nick Scrivanich,BC,BS,B,Right,P
2084,Fernando Trouble,BC,,,Right,3B
2108,Chris Keebler,BN,,,Right,RF
2138,Golly McOxbig,BC,,,Right,3B
2181,Peter R. Otagonist,BN,,,Right,C
2183,Tom Brazy,BN,,,Right,RF
2186,Lefty Schweez,BC,,,Left,1B
2187,Gerrit Linguini,BP,,,Left,RF
2188,Bo Roldon,BC,,,Left,RF
2205,Brady McElroy,BN,BB,B,Right,P
2219,Miwa Langley,BN,,,Right,LF
2465,Shotgun McGee,BN,,,Right,LF
3368,Taargus Taargus,BN,,,Right,DH
3369,D. Tendurum,BN,,,Right,DH
3370,Vinny Frumdibronks,BN,,,Right,DH
3371,J. Jameson,BN,,,Right,DH
