Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
301,Joe Pidgeon,WC,WC,S,Right,CF
567,Tucker Doubt,SF,FP,B,Left,LF
1784,Dick Nutter VI,BP,BS,S,Right,CF
2524,WoodCutter Jones,TT,TD,H,Right,P
2583,Dog Water,BC,,,Left,2B
2590,jon jon,XB,,,Right,3B
2633,Juan Sexton,1B,WC,H,Right,P
2659,Kevin James,P,TT,H,Right,P
2660,Ronnie Pickering,XB,EN,B,Right,1B
2661,Stevey Swinger,S,,,Right,2B
2662,Buster McColligan,XB,EG,B,Right,SS
2663,Toastman,S,,,Right,C
2664,Robert Glasses,EN,,,Right,3B
2667,Herbie Bucket,WC,,,Right,LF
2668,Biff Sexy Hotbod,BC,,,Left,SS
2669,Thomas Sharp,WC,,,Right,LF
2670,Han Soto,S,,,Left,RF
2671,Rich Driver,BP,,,Left,3B
2672,Trey Henderson,BC,,,Right,3B
2673,Noah Diamond,S,,,Left,CF
2674,Palfo Salvy,P,BS,S,Right,P
2675,Goose Gordon,P,WC,B,Right,P
2676,Brutus Devlin,TT,,,Right,1B
2677,Tony Sandals,XB,,,Right,1B
2678,Alex Lancer,P,BS,S,Right,P
2679,"Kiwi Cleveland, Esq.",BC,,,Right,2B
2680,Cherry Garcia,XB,,,Right,2B
2681,Jim Johnman,HK,,,Right,RF
2682,Takeo Balfour,WC,,,Left,2B
2683,Huell Babineaux,S,,,Left,2B
2684,PM ACE,P,EN,S,Left,P
2685,Patroclus Ankle,HK,,,Left,SS
2686,Maple Boxcutter Jones,S,,,Right,3B
2687,Jett Johnson,BN,,,Right,C
2688,Greg Potts,EN,,,Right,C
2689,Brent Chillwater,BP,,,Left,1B
2690,Taro Tsujimoto,WC,,,Right,2B
2691,Francesco Hardgust,BC,,,Left,CF
2692,Bryce Parker,WC,,,Right,SS
2693,Alex York,BC,,,Right,RF
2694,Chuck Bol,P,BS,S,Right,P
2696,Seanye West,TT,,,Left,C
2697,Pistachio Chuckleworth,XB,,,Left,1B
2698,Bubba Sanders,TT,,,Right,C
2699,Marcus Dead,EN,,,Left,SS
2700,Desmond Miles,BN,,,Right,SS
2701,Bartholomew J. Ringwald,BC,,,Left,2B
2702,Tomathius Neillson,SM,,,Right,2B
2704,Dirk Diggler,S,,,Right,SS
2705,Pepe Silva,BN,,,Right,LF
2706,Cameron Trinidad,BP,,,Right,1B
2707,Jiggy Wiggy,P,NH,B,Right,P
2708,Saul Pewald,WC,,,Right,1B
2709,Batslap McGriff,1B,,,Right,3B
2710,Sterling Turlington,HK,,,Right,CF
2711,Arobius Ezzeliante,XB,,,Right,SS
2712,Neddy Edgewise,BC,,,Left,C
2713,Derry Murbles,XB,,,Right,3B
2714,Aro Skreka,P,NH,S,Left,P
2715,King Raj,1B,,,Right,2B
2716,Pinch Panchley,WC,,,Right,LF
2717,Jim Bob Bunting,BP,,,Right,2B
2718,Ghee Buttersnaps,XB,,,Right,3B
2719,Bill Ponderosa,XB,,,Left,RF
2720,Lee Luda,SF,,,Left,C
2721,Charlie Looper,P,EG,S,Left,P
2722,Teddy Bigstick,BC,,,Right,2B
2723,Matias Thagod,P,BS,B,Right,P
2724,James Jonathan Jr. III,P,BS,S,Right,P
2725,Grandé Büll,XB,,,Right,RF
2726,Jay Martell,TT,,,Left,SS
2727,Brendan Donahue,XB,,,Left,3B
2728,Clintek Starkiller,XB,,,Right,C
2729,Nobes Savage,WC,,,Right,2B
2730,Laars Nootbaar jr,MH,,,Left,1B
2731,Jean-Luc Picard,P,WC,H,Right,P
2732,Satoshi Okamoto,BP,,,Right,SS
2733,Deebo Rodriguez,BP,,,Right,CF
2734,Enrique Rosales,XB,,,Right,3B
2735,Dill Doe,P,BS,B,Left,P
2736,James Jameson CDXX,S,NH,S,Left,3B
2737,J.T. Foxx,XB,,,Right,SS
2738,Joel Justice,P,EG,H,Left,P
2739,Jim Holden,BP,,,Left,3B
2740,Justin P. L. Griffin,XB,,,Right,2B
2742,Sheesh McBauls,WC,,,Right,RF
2743,Pete Morris,P,BS,B,Left,P
2744,Troy-Anthony Parker,P,TT,H,Right,P
2745,Nicholas van leer,BC,,,Right,C
