Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Bill Stokes,2539,138,Martin Ducksworth,2523,85,2B,53,T1,0,0,0,0,6.33%,-6.33%,0,0,1,1,1,UVA,USF,2B,2B,2B,,,,,1
Herb Bumbleflower,2532,400,Martin Ducksworth,2523,947,PO,453,T1,0,2,0,0,-4.19%,4.19%,0,0,1,1,1,UVA,USF,PO,PO,LGO,,,,,1
Nima Meile,2541,564,Martin Ducksworth,2523,23,LGO,459,T1,1,2,0,0,-3.78%,3.78%,0,0,1,1,1,UVA,USF,LGO,LGO,LGO,,,,,1
Bim Bam,2536,894,Martin Ducksworth,2523,710,FO,184,T1,2,2,0,0,-4.81%,4.81%,0,0,1,1,1,UVA,USF,FO,FO,FO,,,,,1
Munki Oshu,2568,444,Jacob deGem,2540,121,K,323,B1,0,0,0,0,-2.48%,2.48%,0,0,2,1,1,USF,UVA,K,K,K,,,,,1
Rollie Dingers,2520,215,Jacob deGem,2540,890,K,325,B1,1,0,0,0,-2.17%,2.17%,0,0,2,1,1,USF,UVA,K,K,K,,,,,1
Iosef Mere,2530,,Jacob deGem,2540,,Auto K,0,B1,2,0,0,0,-1.79%,1.79%,0,0,2,1,1,USF,UVA,Auto K,Auto K,Auto K,,,,,9
Ovaltine Jenkins,2542,124,Martin Ducksworth,2523,62,2B,62,T2,0,0,0,0,6.81%,-6.81%,0,0,3,1,1,UVA,USF,2B,2B,2B,,,,,1
Medium Goose,2569,678,Martin Ducksworth,2523,951,K,273,T2,0,2,0,0,-4.42%,4.42%,0,0,3,1,1,UVA,USF,K,K,FO,,,,,1
Brayden Ennis,2537,975,Martin Ducksworth,2523,70,1B,95,T2,1,2,0,0,5.42%,-5.42%,0,0,3,1,1,UVA,USF,1B,1B,1B,,,,,1
Jake Kim,2535,5,Martin Ducksworth,2523,483,DP,478,T2,1,5,0,0,-14.92%,14.92%,0,0,3,1,1,UVA,USF,LGO,LGO,DP,,,,,1
Billy Wurtz,2531,427,Jacob deGem,2540,415,HR,12,B2,0,0,0,0,13.33%,-13.33%,1,1,4,1,1,USF,UVA,HR,HR,HR,,,,2540,1
Jordan Alvarez,2522,623,Jacob deGem,2540,159,LGO,464,B2,0,0,1,0,-2.00%,2.00%,0,0,4,1,1,USF,UVA,LGO,LGO,LGO,,,,,1
Christina Olsen,2528,444,Jacob deGem,2540,473,3B,29,B2,1,0,1,0,6.68%,-6.68%,0,1,4,1,1,USF,UVA,3B,3B,3B,,,,,1
WoodCutter Jones,2524,1,Jacob deGem,2540,734,Sac,267,B2,1,3,1,0,2.61%,-2.61%,1,0,4,1,1,USF,UVA,FO,FO,Sac,2540,,,,1
Crimson Chin,78,524,Jacob deGem,2540,136,PO,388,B2,2,0,2,0,-1.13%,1.13%,0,0,4,1,1,USF,UVA,PO,PO,PO,,,,,1
Numbers Spector,2543,956,Martin Ducksworth,2523,25,1B,69,T3,0,0,2,0,3.82%,-3.82%,0,1,5,1,1,UVA,USF,1B,1B,1B,,,,,1
Bill Stokes,2539,734,Martin Ducksworth,2523,839,1B,105,T3,0,1,2,0,7.32%,-7.32%,0,1,5,1,1,UVA,USF,1B,1B,1B,,,,,1
Herb Bumbleflower,2532,300,Martin Ducksworth,2523,560,K,260,T3,0,4,2,0,-5.29%,5.29%,0,0,5,1,1,UVA,USF,K,K,FO,,,,,1
Nima Meile,2541,140,Martin Ducksworth,2523,47,1B,93,T3,1,4,2,0,10.04%,-10.04%,0,1,5,1,1,UVA,USF,1B,1B,1B,,,,,1
Bim Bam,2536,777,Martin Ducksworth,2523,411,PO,366,T3,1,7,2,0,-11.14%,11.14%,0,0,5,1,1,UVA,USF,PO,PO,K,,,,,1
Ovaltine Jenkins,2542,469,Martin Ducksworth,2523,390,2B,79,T3,2,7,2,0,35.34%,-35.34%,3,0,5,1,1,UVA,USF,2B,2B,1B,2523,2523,2523,,1
Medium Goose,2569,780,Martin Ducksworth,2523,578,FO,202,T3,2,2,2,3,-4.79%,4.79%,0,0,5,1,1,UVA,USF,FO,FO,FO,,,,,1
Chipper James,2527,319,Threefinger Jansen lll,256,345,3B,26,B3,0,0,2,3,14.10%,-14.10%,0,1,6,1,1,USF,UVA,3B,3B,3B,,,,,1
Munki Oshu,2568,847,Threefinger Jansen lll,256,872,3B,25,B3,0,3,2,3,15.31%,-15.31%,1,1,6,1,1,USF,UVA,3B,3B,3B,2574,,,,1
Rollie Dingers,2520,430,Threefinger Jansen lll,256,823,RGO,393,B3,0,3,3,3,0.73%,-0.73%,1,0,6,1,1,USF,UVA,RGO,RGO,PO,2574,,,,1
Iosef Mere,2530,561,Threefinger Jansen lll,256,925,RGO,364,B3,1,0,4,3,-1.80%,1.80%,0,0,6,1,1,USF,UVA,RGO,RGO,K,,,,,1
Billy Wurtz,2531,930,Threefinger Jansen lll,256,666,K,264,B3,2,0,4,3,-1.62%,1.62%,0,0,6,1,1,USF,UVA,K,K,FO,,,,,1
Brayden Ennis,2537,678,Slim Mathers,1963,313,PO,365,T4,0,0,4,3,-3.96%,3.96%,0,0,7,1,1,UVA,USF,PO,PO,K,,,,,1
Jake Kim,2535,908,Slim Mathers,1963,13,BB,105,T4,1,0,4,3,3.84%,-3.84%,0,0,7,1,1,UVA,USF,BB,BB,1B,,,,,1
Numbers Spector,2543,945,Slim Mathers,1963,778,BB,167,T4,1,1,4,3,6.43%,-6.43%,0,0,7,1,1,UVA,USF,BB,BB,BB,,,,,1
Bill Stokes,2539,287,Slim Mathers,1963,612,K,325,T4,1,4,4,3,-6.05%,6.05%,0,0,7,1,1,UVA,USF,K,K,K,,,,,1
Herb Bumbleflower,2532,500,Slim Mathers,1963,666,FO,166,T4,2,4,4,3,-10.37%,10.37%,0,0,7,1,1,UVA,USF,FO,FO,BB,,,,,1
Rod deBod,2561,777,Chicano Bradley,2509,643,BB,134,T1,0,0,0,0,2.91%,-2.91%,0,0,8,2,1,UCLA,MICH,BB,BB,1B,,,,,1
Liam Pennies,2564,7,Chicano Bradley,2509,431,RGO,424,T1,0,0,0,0,-2.51%,2.51%,0,0,8,2,1,UCLA,MICH,RGO,RGO,RGO,,,,,1
Grover Grimes,2558,420,Chicano Bradley,2509,823,LGO,403,T1,0,0,0,0,-2.51%,2.51%,0,0,8,2,1,UCLA,MICH,LGO,LGO,RGO,,,,,1
Sammy Scully,2518,416,Demon Time,2467,31,PO,385,B1,0,0,0,0,-2.48%,2.48%,0,0,9,2,1,MICH,UCLA,PO,PO,PO,,,,,1
Joe Jam,2519,761,Demon Time,2467,31,K,270,B1,1,0,0,0,-2.17%,2.17%,0,0,9,2,1,MICH,UCLA,K,K,FO,,,,,1
Rick Role,2513,31,Demon Time,2467,31,HR,0,B1,2,0,0,0,12.67%,-12.67%,1,1,9,2,1,MICH,UCLA,HR,HR,HR,,,,2562,1
Stumpy Malone,2517,626,Demon Time,2467,231,PO,395,B1,2,0,1,0,-1.44%,1.44%,0,0,9,2,1,MICH,UCLA,PO,PO,PO,,,,,1
Joseph Phillips,2556,,Chicano Bradley,2509,,Auto K,0,T2,0,0,1,0,-2.95%,2.95%,0,0,10,2,1,UCLA,MICH,Auto K,Auto K,Auto K,,,,,9
Xavier Gordon,2559,285,Chicano Bradley,2509,577,K,292,T2,1,0,1,0,-2.51%,2.51%,0,0,10,2,1,UCLA,MICH,K,K,K,,,,,1
