Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Cannonball Dickerson,1990,990,Oliver Yu,286,239,FO,249,T1,0,0,0,0,-2.51%,2.51%,0,0,1,1,1,SDP,PHI,FO,FO,,1
C.J. Yantzi,323,236,Oliver Yu,286,711,LGO,475,T1,1,0,0,0,-2.18%,2.18%,0,0,1,1,1,SDP,PHI,LGO,LGO,,1
Rory Nipponsteer,1992,636,Oliver Yu,286,93,RGO,457,T1,2,0,0,0,-1.76%,1.76%,0,0,1,1,1,SDP,PHI,RGO,RGO,,1
Cambo Dia,2010,500,Lim Tincecum,1997,61,LGO,439,B1,0,0,0,0,-2.48%,2.48%,0,0,2,1,1,PHI,SDP,LGO,LGO,,1
Kyle Mack,2011,788,Lim Tincecum,1997,410,RGO,378,B1,1,0,0,0,-2.17%,2.17%,0,0,2,1,1,PHI,SDP,RGO,RGO,,1
Conrad Love,300,299,Lim Tincecum,1997,822,LGO,477,B1,2,0,0,0,-1.79%,1.79%,0,0,2,1,1,PHI,SDP,LGO,LGO,,1
Forehead Jones,328,623,Oliver Yu,286,425,FO,198,T2,0,0,0,0,-2.72%,2.72%,0,0,3,1,1,SDP,PHI,FO,FO,,1
Rambo McFly,1993,610,Oliver Yu,286,598,HR,12,T2,1,0,0,0,13.42%,-13.42%,1,1,3,1,1,SDP,PHI,HR,HR,,1
Dwendle Van Hammersmith,294,787,Oliver Yu,286,180,RGO,393,T2,1,0,0,1,-2.02%,2.02%,0,0,3,1,1,SDP,PHI,RGO,RGO,,1
Seth Hansen,1994,350,Oliver Yu,286,81,FO,269,T2,2,0,0,1,-1.69%,1.69%,0,0,3,1,1,SDP,PHI,FO,FO,,1
Willie Dustice,288,393,Lim Tincecum,1997,624,FO,231,B2,0,0,0,1,-3.11%,3.11%,0,0,4,1,1,PHI,SDP,FO,FO,,1
Fly Spaceman,245,747,Lim Tincecum,1997,223,LGO,476,B2,1,0,0,1,-2.69%,2.69%,0,0,4,1,1,PHI,SDP,LGO,LGO,,1
Gil Metz,206,49,Lim Tincecum,1997,471,RGO,422,B2,2,0,0,1,-2.13%,2.13%,0,0,4,1,1,PHI,SDP,RGO,RGO,,1
Kent Griffey III,1995,12,Oliver Yu,286,460,RGO,448,T3,0,0,0,1,-2.37%,2.37%,0,0,5,1,1,SDP,PHI,RGO,RGO,,1
Midoriya Izuku,1996,97,Oliver Yu,286,907,FO,190,T3,1,0,0,1,-2.03%,2.03%,0,0,5,1,1,SDP,PHI,FO,FO,,1
Catfish O'Acid,406,150,Oliver Yu,286,855,K,295,T3,2,0,0,1,-1.82%,1.82%,0,0,5,1,1,SDP,PHI,K,K,,1
Jackson Takegi,302,326,Lim Tincecum,1997,420,1B,94,B3,0,0,0,1,4.12%,-4.12%,0,0,6,1,1,PHI,SDP,1B,1B,,1
Moog Muffesser,2009,738,Lim Tincecum,1997,69,DP,331,B3,0,1,0,1,-10.80%,10.80%,0,0,6,1,1,PHI,SDP,RGO,RGO,,1
Miguel Snow,290,225,Lim Tincecum,1997,270,2B,45,B3,2,0,0,1,4.53%,-4.53%,0,0,6,1,1,PHI,SDP,2B,2B,,1
Cambo Dia,2010,88,Lim Tincecum,1997,802,K,286,B3,2,2,0,1,-7.12%,7.12%,0,0,6,1,1,PHI,SDP,K,K,,1
C.J. Yantzi,323,409,Oliver Yu,286,354,1B,55,T4,0,0,0,1,2.58%,-2.58%,0,0,7,1,1,SDP,PHI,1B,1B,,1
Rory Nipponsteer,1992,101,Oliver Yu,286,555,DP,454,T4,0,1,0,1,-7.15%,7.15%,0,0,7,1,1,SDP,PHI,LGO,LGO,,1
Forehead Jones,328,734,Oliver Yu,286,704,HR,30,T4,2,0,0,1,13.93%,-13.93%,1,1,7,1,1,SDP,PHI,HR,HR,,1
Rambo McFly,1993,990,Oliver Yu,286,270,K,280,T4,2,0,0,2,-1.26%,1.26%,0,0,7,1,1,SDP,PHI,K,K,,1
Kyle Mack,2011,246,Lim Tincecum,1997,333,1B,87,B4,0,0,0,2,5.09%,-5.09%,0,1,8,1,1,PHI,SDP,1B,1B,,1
Conrad Love,300,666,Lim Tincecum,1997,572,1B,94,B4,0,1,0,2,8.86%,-8.86%,0,1,8,1,1,PHI,SDP,1B,1B,,1
Willie Dustice,288,906,Lim Tincecum,1997,794,1B,112,B4,0,4,0,2,13.50%,-13.50%,0,0,8,1,1,PHI,SDP,1B,1B,,1
Fly Spaceman,245,99,Lim Tincecum,1997,850,Sac,249,B4,0,7,0,2,-6.49%,6.49%,1,0,8,1,1,PHI,SDP,FO,FO,,1
Gil Metz,206,909,Lim Tincecum,1997,127,FO,218,B4,1,4,1,2,-6.13%,6.13%,0,0,8,1,1,PHI,SDP,FO,FO,,1
Jackson Takegi,302,404,Lim Tincecum,1997,449,1B,45,B4,2,4,1,2,20.33%,-20.33%,1,0,8,1,1,PHI,SDP,1B,1B,,1
Moog Muffesser,2009,711,Lim Tincecum,1997,152,LGO,441,B4,2,5,2,2,-9.09%,9.09%,0,0,8,1,1,PHI,SDP,LGO,LGO,,1
